id,term,positive_score,nagative_score
"778","갑신","0.00015","0.00014"
"779","갑오","0.00010","0.00007"
"780","갑을","0.00002","0.00011"
"781","갑의","0.00015","0.00014"
"782","갑인","0.00007","0.00004"
"783","갑자","0.00037","0.00018"
"784","갑자기","0.02394","0.02718"
"785","갑자원","0.00002","0.00004"
"786","갑작","0.00004","0.00000"
"787","갑작스럽다","0.00442","0.00433"
"788","갑작스레","0.00099","0.00097"
"789","갑절","0.00007","0.00000"
"790","갑주","0.00003","0.00007"
"791","갑지","0.00003","0.00000"
"792","갑툭튀","0.00002","0.00021"
"793","갑판","0.00012","0.00004"
"794","값나가다","0.00003","0.00000"
"795","값비싸다","0.00070","0.00054"
"796","값싸다","0.00080","0.00111"
"797","값있다","0.00002","0.00000"
"798","값지다","0.00273","0.00172"
"799","갓나다","0.00064","0.00043"
"800","갓난","0.00030","0.00036"
"801","갓난이","0.00003","0.00000"
"802","갓다","0.00011","0.00025"
"803","갓파","0.00010","0.00004"
"804","갔다오다","0.00028","0.00021"
"805","강간","0.00168","0.00240"
"806","강감찬","0.00010","0.00000"
"807","강강","0.00012","0.00021"
"808","강개","0.00003","0.00000"
"809","강건","0.00008","0.00004"
"810","강경","0.00053","0.00054"
"811","강경수","0.00007","0.00004"
"812","강경애","0.00001","0.00011"
"813","강경옥","0.00002","0.00004"
"814","강경훈","0.00002","0.00004"
"815","강고","0.00004","0.00004"
"816","강과","0.00063","0.00050"
"817","강구","0.00060","0.00050"
"818","강국","0.00121","0.00100"
"819","강군","0.00003","0.00000"
"820","강권","0.00025","0.00021"
"821","강규","0.00007","0.00004"
"822","강금","0.00002","0.00004"
"823","강금실","0.00003","0.00007"
"824","강금주","0.00011","0.00000"
"825","강기","0.00016","0.00000"
"826","강남","0.00404","0.00440"
"827","강남이","0.00008","0.00000"
"828","강낭","0.00027","0.00007"
"829","강냉이","0.00004","0.00014"
"830","강녕","0.00005","0.00000"
"831","강단","0.00073","0.00114"
"832","강달이","0.00002","0.00000"
"833","강당","0.00015","0.00029"
"834","강대","0.00194","0.00136"
"835","강대국","0.00015","0.00032"
"836","강대진","0.00004","0.00004"
"837","강도","0.00393","0.00333"
"838","강독","0.00009","0.00011"
"839","강동","0.00020","0.00007"
"840","강동구","0.00002","0.00000"
"841","강동수","0.00002","0.00000"
"842","강동원","0.00004","0.00000"
"843","강동호","0.00005","0.00000"
"844","강등","0.00011","0.00007"
"845","강력","0.00213","0.00118"
"846","강력반","0.00014","0.00007"
"847","강력히","0.00097","0.00061"
"848","강렬히","0.00017","0.00018"
"849","강령","0.00038","0.00057"
"850","강론","0.00016","0.00018"
"851","강릉","0.00059","0.00036"
"852","강리","0.00005","0.00004"
"853","강림","0.00027","0.00011"
"854","강마","0.00012","0.00039"
"855","강만","0.00005","0.00004"
"856","강만길","0.00005","0.00004"
"857","강매","0.00007","0.00014"
"858","강명","0.00003","0.00000"
"859","강명관","0.00002","0.00018"
"860","강명준","0.00009","0.00000"
"861","강모","0.00003","0.00000"
"862","강목","0.00006","0.00000"
"863","강무홍","0.00002","0.00000"
"864","강문","0.00003","0.00000"
"865","강미","0.00005","0.00007"
"866","강민","0.00011","0.00004"
"867","강민경","0.00002","0.00004"
"868","강민구","0.00002","0.00000"
"869","강민수","0.00016","0.00018"
"870","강민우","0.00007","0.00000"
"871","강민주","0.00006","0.00014"
"872","강박","0.00383","0.00411"
"873","강방","0.00002","0.00004"
"874","강백호","0.00004","0.00000"
"875","강변","0.00066","0.00057"
"876","강병","0.00013","0.00011"
"877","강보라","0.00002","0.00000"
"878","강북","0.00021","0.00021"
"879","강비","0.00002","0.00000"
"880","강사","0.00567","0.00654"
"881","강산","0.00120","0.00054"
"882","강상","0.00018","0.00054"
"883","강상중","0.00010","0.00011"
"884","강상호","0.00002","0.00000"
"885","강서","0.00006","0.00004"
"886","강서구","0.00003","0.00000"
"887","강석기","0.00011","0.00011"
"888","강선","0.00003","0.00007"
"889","강선우","0.00004","0.00000"
"890","강선장","0.00002","0.00000"
"891","강설","0.00001","0.00014"
"892","강성","0.00016","0.00004"
"893","강성태","0.00005","0.00007"
"894","강세","0.00074","0.00089"
"895","강세형","0.00003","0.00000"
"896","강세황","0.00008","0.00004"
"897","강소","0.00009","0.00007"
"898","강소연","0.00004","0.00000"
"899","강소천","0.00010","0.00000"
"900","강수","0.00014","0.00011"
"901","강수진","0.00008","0.00000"
"902","강스","0.00007","0.00004"
"903","강습","0.00021","0.00011"
"904","강승","0.00002","0.00007"
"905","강승임","0.00004","0.00007"
"906","강시","0.00006","0.00000"
"907","강식","0.00044","0.00064"
"908","강신","0.00002","0.00004"
"909","강신재","0.00007","0.00000"
"910","강신주","0.00062","0.00179"
"911","강심","0.00003","0.00007"
"912","강아지","0.02281","0.01427"
"913","강압","0.00136","0.00114"
"914","강약","0.00041","0.00021"
"915","강양구","0.00006","0.00000"
"916","강역","0.00005","0.00004"
"917","강연","0.00983","0.01141"
"918","강열","0.00004","0.00000"
"919","강영계","0.00004","0.00007"
"920","강영수","0.00002","0.00000"
"921","강영숙","0.00011","0.00011"
"922","강영재","0.00002","0.00000"
"923","강요","0.00975","0.01123"
"924","강용석","0.00002","0.00004"
"925","강우","0.00018","0.00043"
"926","강우근","0.00002","0.00007"
"927","강우석","0.00003","0.00000"
"928","강욱","0.00003","0.00004"
"929","강원","0.00185","0.00139"
"930","강원국","0.00003","0.00007"
"931","강위","0.00003","0.00000"
"932","강유리","0.00005","0.00004"
"933","강유원","0.00007","0.00011"
"934","강유정","0.00002","0.00000"
"935","강윤","0.00005","0.00007"
"936","강은경","0.00004","0.00000"
"937","강은교","0.00005","0.00000"
"938","강은옥","0.00004","0.00000"
"939","강은태","0.00016","0.00000"
"940","강의","0.02534","0.02307"
"941","강이경","0.00002","0.00004"
"942","강인","0.00123","0.00111"
"943","강인찬","0.00003","0.00000"
"944","강자","0.00224","0.00182"
"945","강장","0.00004","0.00004"
"946","강재","0.00042","0.00007"
"947","강적","0.00011","0.00018"
"948","강전","0.00003","0.00007"
"949","강점","0.00714","0.00712"
"950","강정","0.00028","0.00018"
"951","강정연","0.00004","0.00007"
"952","강제","0.00505","0.00454"
"953","강제규","0.00007","0.00000"
"954","강조","0.02732","0.02864"
"955","강좌","0.00149","0.00122"
"956","강주","0.00022","0.00018"
"957","강주룡","0.00009","0.00004"
"958","강주명","0.00003","0.00000"
"959","강주미","0.00005","0.00000"
"960","강주은","0.00008","0.00000"
"961","강준만","0.00042","0.00132"
"962","강준식","0.00002","0.00004"
"963","강지","0.00031","0.00004"
"964","강지수","0.00002","0.00000"
"965","강지영","0.00006","0.00004"
"966","강지용","0.00010","0.00011"
"967","강지원","0.00002","0.00000"
"968","강지혜","0.00003","0.00000"
"969","강지훈","0.00004","0.00000"
"970","강직","0.00015","0.00018"
"971","강진호","0.00004","0.00000"
"972","강진희","0.00002","0.00011"
"973","강창래","0.00007","0.00000"
"974","강천","0.00002","0.00000"
"975","강철","0.00090","0.00054"
"976","강철민","0.00003","0.00000"
"977","강철이","0.00004","0.00000"
"978","강추","0.01454","0.00347"
"979","강치수","0.00007","0.00000"
"980","강타","0.00048","0.00075"
"981","강탈","0.00043","0.00043"
"982","강태","0.00008","0.00007"
"983","강태식","0.00002","0.00000"
"984","강태호","0.00002","0.00000"
"985","강토","0.00007","0.00018"
"986","강통","0.00005","0.00004"
"987","강파","0.00002","0.00004"
"988","강판","0.00004","0.00000"
"989","강풍","0.00011","0.00007"
"990","강하","0.00015","0.00039"
"991","강하늘","0.00004","0.00000"
"992","강하다","0.03797","0.04370"
"993","강학","0.00002","0.00000"
"994","강한이","0.00008","0.00004"
"995","강항","0.00005","0.00000"
"996","강해","0.00007","0.00007"
"997","강해랑","0.00002","0.00007"
"998","강행","0.00028","0.00018"
"999","강헌","0.00006","0.00004"
"1000","강헌구","0.00008","0.00004"
"1001","강현","0.00017","0.00000"
"1002","강현이","0.00005","0.00000"
"1003","강형욱","0.00006","0.00004"
"1004","강혜숙","0.00003","0.00007"
"1005","강혜정","0.00002","0.00000"
"1006","강호","0.00053","0.00147"
"1007","강호동","0.00012","0.00007"
"1008","강호순","0.00004","0.00021"
"1009","강홍","0.00006","0.00007"
"1010","강홍립","0.00004","0.00000"
"1011","강화","0.00637","0.00569"
"1012","강황","0.00005","0.00007"
"1013","강효","0.00015","0.00007"
"1014","강후","0.00007","0.00011"
"1015","강훈","0.00003","0.00000"
"1016","강희","0.00040","0.00057"
"1017","강희경","0.00003","0.00000"
"1018","강희안","0.00003","0.00000"
"1019","강희제","0.00011","0.00021"
"1020","강희진","0.00002","0.00000"
"1021","갖다","0.10565","0.09040"
"1022","갖다대다","0.00015","0.00011"
"1023","갖은","0.00002","0.00018"
"1024","갖추다","0.01932","0.01759"
"1025","갖히다","0.00032","0.00025"
"1026","같아지다","0.00017","0.00021"
"1027","같이","0.08105","0.06637"
"1028","같잖다","0.00003","0.00021"
"1029","같히다","0.00004","0.00004"
"1030","갚다","0.00420","0.00397"
"1031","갚음","0.00012","0.00018"
"1032","개가","0.00004","0.00004"
"1033","개간","0.00012","0.00007"
"1034","개강","0.00009","0.00007"
"1035","개개","0.00436","0.00565"
"1036","개경","0.00015","0.00004"
"1037","개고","0.00006","0.00011"
"1038","개과","0.00020","0.00025"
"1039","개관","0.00034","0.00046"
"1040","개괄","0.00066","0.00164"
"1041","개교","0.00010","0.00007"
"1042","개구","0.00006","0.00007"
"1043","개구리","0.00969","0.00744"
"1044","개구장이","0.00031","0.00018"
"1045","개구쟁이","0.00182","0.00075"
"1046","개구지다","0.00043","0.00025"
"1047","개국","0.00089","0.00057"
"1048","개굴","0.00015","0.00018"
"1049","개굴개굴","0.00016","0.00014"
"1050","개그","0.00261","0.00390"
"1051","개근","0.00005","0.00000"
"1052","개기","0.00024","0.00000"
"1053","개기다","0.00004","0.00007"
"1054","개나리","0.00054","0.00043"
"1055","개념","0.04500","0.04570"
"1056","개다","0.00119","0.00139"
"1057","개당","0.00041","0.00046"
"1058","개더","0.00005","0.00000"
"1059","개도","0.00022","0.00039"
"1060","개동","0.00010","0.00011"
"1061","개똥","0.00024","0.00050"
"1062","개똥이","0.00008","0.00000"
"1063","개략","0.00029","0.00057"
"1064","개량","0.00042","0.00039"
"1065","개러스","0.00002","0.00000"
"1066","개러지","0.00002","0.00000"
"1067","개러티","0.00003","0.00000"
"1068","개런티","0.00003","0.00004"
"1069","개럿","0.00004","0.00000"
"1070","개렛","0.00002","0.00000"
"1071","개로","0.00023","0.00000"
"1072","개론","0.00123","0.00308"
"1073","개리","0.00020","0.00000"
"1074","개리다","0.00002","0.00004"
"1075","개릭","0.00003","0.00000"
"1076","개릿","0.00005","0.00000"
"1077","개마","0.00003","0.00004"
"1078","개막","0.00028","0.00036"
"1079","개막전","0.00002","0.00000"
"1080","개면","0.00004","0.00004"
"1081","개명","0.00038","0.00018"
"1082","개목","0.00002","0.00000"
"1083","개무","0.00005","0.00032"
"1084","개미","0.01025","0.01044"
"1085","개박","0.00002","0.00000"
"1086","개발","0.02441","0.02296"
"1087","개밥","0.00008","0.00000"
"1088","개방","0.00284","0.00329"
"1089","개벌","0.00002","0.00000"
"1090","개벽","0.00014","0.00014"
"1091","개별","0.00261","0.00333"
"1092","개보","0.00002","0.00007"
"1093","개복","0.00004","0.00007"
"1094","개봉","0.00359","0.00350"
"1095","개비","0.00043","0.00025"
"1096","개빈","0.00007","0.00000"
"1097","개사","0.00009","0.00004"
"1098","개상","0.00004","0.00004"
"1099","개새","0.00002","0.00000"
"1100","개색","0.00015","0.00011"
"1101","개서","0.00002","0.00004"
"1102","개선","0.00961","0.00876"
"1103","개설","0.00127","0.00118"
"1104","개성","0.01211","0.01180"
"1105","개소","0.00007","0.00007"
"1106","개수","0.00109","0.00050"
"1107","개스","0.00023","0.00025"
"1108","개스톤","0.00002","0.00004"
"1109","개시","0.00039","0.00043"
"1110","개신","0.00058","0.00139"
"1111","개심","0.00003","0.00004"
"1112","개썰매","0.00005","0.00000"
"1113","개아","0.00003","0.00000"
"1114","개안","0.00008","0.00007"
"1115","개암","0.00067","0.00021"
"1116","개야","0.00011","0.00000"
"1117","개업","0.00062","0.00036"
"1118","개역","0.00003","0.00014"
"1119","개연","0.00101","0.00615"
"1120","개와","0.00007","0.00000"
"1121","개요","0.00061","0.00072"
"1122","개운","0.00039","0.00075"
"1123","개울","0.00091","0.00007"
"1124","개원","0.00012","0.00004"
"1125","개월","0.00017","0.00039"
"1126","개의","0.00073","0.00114"
"1127","개이","0.00002","0.00000"
"1128","개이다","0.00067","0.00057"
"1129","개인","0.07493","0.11811"
"1130","개임","0.00004","0.00000"
"1131","개입","0.00374","0.00433"
"1132","개자추","0.00005","0.00000"
"1133","개작","0.00020","0.00018"
"1134","개장","0.00040","0.00021"
"1135","개재","0.00002","0.00004"
"1136","개저","0.00065","0.00000"
"1137","개전","0.00007","0.00007"
"1138","개점","0.00005","0.00011"
"1139","개정","0.00932","0.01230"
"1140","개제","0.00003","0.00011"
"1141","개조","0.00101","0.00122"
"1142","개중","0.00030","0.00043"
"1143","개지","0.00002","0.00004"
"1144","개진","0.00013","0.00039"
"1145","개찰","0.00005","0.00011"
"1146","개창","0.00005","0.00011"
"1147","개척","0.00442","0.00368"
"1148","개천","0.00077","0.00079"
"1149","개체","0.00163","0.00179"
"1150","개최","0.00108","0.00086"
"1151","개축","0.00002","0.00004"
"1152","개취","0.00008","0.00068"
"1153","개츠비","0.00163","0.00451"
"1154","개칭","0.00003","0.00000"
"1155","개코","0.00007","0.00007"
"1156","개콘","0.00011","0.00025"
"1157","개키다","0.00004","0.00000"
"1158","개탄","0.00032","0.00057"
"1159","개통","0.00033","0.00021"
"1160","개펄","0.00003","0.00004"
"1161","개편","0.00043","0.00050"
"1162","개포","0.00006","0.00029"
"1163","개표","0.00007","0.00000"
"1164","개풍","0.00002","0.00000"
"1165","개피","0.00001","0.00007"
"1166","개학","0.00088","0.00064"
"1167","개항","0.00064","0.00011"
"1168","개헌","0.00017","0.00007"
"1169","개혁","0.00549","0.00640"
"1170","개호","0.00004","0.00000"
"1171","개화","0.00060","0.00036"
"1172","개회","0.00002","0.00000"
"1173","객관","0.00091","0.00154"
"1174","객관이","0.00002","0.00004"
"1175","객관적으로","0.00010","0.00004"
"1176","객기","0.00011","0.00025"
"1177","객사","0.00013","0.00011"
"1178","객석","0.00010","0.00004"
"1179","객수","0.00005","0.00007"
"1180","객실","0.00035","0.00021"
"1181","객원","0.00014","0.00011"
"1182","객의","0.00003","0.00000"
"1183","객장","0.00003","0.00000"
"1184","객주","0.00009","0.00000"
"1185","객지","0.00011","0.00018"
"1186","객차","0.00009","0.00018"
"1187","객체","0.00046","0.00061"
"1188","갠소","0.00002","0.00000"
"1189","갠지스","0.00015","0.00014"
"1190","갤러","0.00002","0.00000"
"1191","갤러리","0.00090","0.00082"
"1192","갤러허","0.00013","0.00000"
"1193","갤럭시","0.00022","0.00014"
"1194","갤럽","0.00007","0.00014"
"1195","갤로","0.00003","0.00000"
"1196","갤리","0.00004","0.00007"
"1197","갤리온","0.00006","0.00004"
"1198","갤브레이스","0.00004","0.00000"
"1199","갱내","0.00005","0.00000"
"1200","갱년","0.00061","0.00046"
"1201","갱도","0.00010","0.00000"
"1202","갱부","0.00019","0.00004"
"1203","갱생","0.00014","0.00014"
"1204","갱스터","0.00017","0.00011"
"1205","갱신","0.00038","0.00039"
"1206","갱유","0.00008","0.00014"
"1207","갱이","0.00009","0.00007"
"1208","갱죽","0.00002","0.00000"
"1209","갱지","0.00008","0.00025"
"1210","갸기","0.00007","0.00014"
"1211","갸우뚱","0.00101","0.00229"
"1212","갸우뚱거리다","0.00007","0.00014"
"1213","갸웃","0.00021","0.00018"
"1214","갸웃갸웃","0.00004","0.00000"
"1215","갸웃거리다","0.00035","0.00097"
"1216","갸웃하다","0.00012","0.00032"
"1217","거간","0.00003","0.00000"
"1218","거개","0.00003","0.00004"
"1219","거거","0.00002","0.00007"
"1220","거경","0.00002","0.00004"
"1221","거구","0.00022","0.00050"
"1222","거국","0.00002","0.00000"
"1223","거금","0.00039","0.00039"
"1224","거꾸다","0.00007","0.00007"
"1225","거꾸로","0.00486","0.00504"
"1226","거느리다","0.00073","0.00097"
"1227","거니","0.00045","0.00018"
